,ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,currentDate,Implied volatility,Underlying asset price,Expiration time,new_index
2228,3/24/17,138,AAPL,Call,1.61,-0.05,1.68,1.74,37,2269,0.39856,0.06449,0.05048,-0.04622,0.16975,2/17/17,0.14627,135.720001,0.095824778,318
2229,3/24/17,139,AAPL,Call,1.36,0.04,1.35,1.4,31,300,0.35782,0.05505,0.04518,-0.04979,0.17116,2/17/17,0.14627,135.720001,0.095824778,319
2230,3/24/17,140,AAPL,Call,1.08,-0.04,1.08,1.1,89,786,0.30569,0.05232,0.03873,-0.04819,0.17355,2/17/17,0.15468,135.720001,0.095824778,320
2238,3/3/17,124,AAPL,Put,0.08,-0.03,0.07,0.08,140,617,-0.02298,0.0083,-0.0011,-0.01389,0.02623,2/17/17,0.24997,135.720001,0.038329911,321
2244,3/3/17,130,AAPL,Put,0.26,-0.11,0.24,0.26,245,3056,-0.11712,0.03887,-0.00552,-0.03869,0.06369,2/17/17,0.18941,135.720001,0.038329911,322
2257,3/10/17,125,AAPL,Put,0.14,-0.05,0.13,0.14,47,684,-0.04836,0.01436,-0.00366,-0.01786,0.0318,2/17/17,0.21659,135.720001,0.057494867,323
2292,4/21/17,130,AAPL,Call,7.4,0.05,7.35,7.45,760,63018,0.82053,0.03522,0.17949,-0.035,0.12709,2/17/17,0.1442,135.720001,0.1724846,324
2301,5/19/17,130,AAPL,Call,8.45,-0.07,8.6,8.75,108,10601,0.74267,0.02721,0.22879,-0.03881,0.23846,2/17/17,0.1667,135.720001,0.249144422,325
2304,5/19/17,125,AAPL,Put,1.7,-0.14,1.67,1.71,155,6459,-0.20589,0.01845,-0.06225,-0.02737,0.18979,2/17/17,0.21872,135.720001,0.249144422,326
2305,5/19/17,130,AAPL,Put,3.05,-0.14,2.96,3,143,5853,-0.31798,0.0222,-0.09925,-0.03127,0.24695,2/17/17,0.21872,135.720001,0.249144422,327
2312,6/16/17,140,AAPL,Call,4,0.05,3.95,4.05,512,12437,0.45987,0.0289,0.18974,-0.03532,0.31388,2/17/17,0.16839,135.720001,0.325804244,328
2315,6/16/17,130,AAPL,Put,3.65,-0.18,3.6,3.7,1667,9816,-0.32713,0.01981,-0.13089,-0.02682,0.28178,2/17/17,0.21872,135.720001,0.325804244,329
2316,6/16/17,135,AAPL,Put,5.77,-0.23,5.6,5.75,206,2489,-0.43228,0.02422,-0.1519,-0.0284,0.29569,2/17/17,0.22235,135.720001,0.325804244,330
2331,10/20/17,135,AAPL,Call,9.8,0.15,9.8,9.9,746,8546,0.63395,0.02188,0.51611,-0.02854,0.4076,2/17/17,0.17752,135.720001,0.670773443,331
2333,10/20/17,145,AAPL,Call,5.55,0.1,5.5,5.6,562,15094,0.44892,0.0181,0.3658,-0.02876,0.46507,2/17/17,0.1821,135.720001,0.670773443,332
2336,10/20/17,135,AAPL,Put,9.4,-0.15,9.25,9.3,77,6340,-0.41599,0.01907,-0.27359,-0.01544,0.41492,2/17/17,0.24999,135.720001,0.670773443,333
2343,11/17/17,145,AAPL,Call,6.33,0.03,6.3,6.45,132,9931,0.46612,0.01685,0.41818,-0.02836,0.4876,2/17/17,0.19388,135.720001,0.747433265,334
2382,2/24/17,35,AMAT,Call,0.79,0.35,0.8,0.82,535,768,0.77831,0.32753,0.00516,-0.02815,0.01236,2/17/17,0.17748,35.669998,0.019164956,335
2383,2/24/17,35.5,AMAT,Call,0.45,0.21,0.45,0.48,920,1657,0.60279,0.49752,0.00404,-0.02839,0.01896,2/17/17,0.17647,35.669998,0.019164956,336
2397,3/3/17,35.5,AMAT,Call,0.62,0.23,0.65,0.69,1239,810,0.58443,0.34539,0.00778,-0.02204,0.02681,2/17/17,0.1804,35.669998,0.038329911,337
2398,3/3/17,36,AMAT,Call,0.4,0.08,0.4,0.44,101,364,0.42198,0.33093,0.00565,-0.02143,0.02762,2/17/17,0.19141,35.669998,0.038329911,338
2412,3/17/17,37,AMAT,Call,0.34,0.12,0.33,0.36,284,2104,0.25747,0.19175,0.00688,-0.01319,0.0274,2/17/17,0.19856,35.669998,0.076659822,339
2416,3/24/17,35,AMAT,Call,1.35,-0.14,1.35,1.39,6,28,0.64899,0.16019,0.02086,-0.01758,0.04148,2/17/17,0.20491,35.669998,0.095824778,340
2426,3/3/17,35.5,AMAT,Put,0.45,-0.38,0.46,0.49,40,75,-0.43138,0.29735,-0.00516,-0.02084,0.0269,2/17/17,0.19965,35.669998,0.038329911,341
2433,3/17/17,35,AMAT,Put,0.54,-0.31,0.54,0.55,595,1631,-0.36467,0.15867,-0.00901,-0.01692,0.03736,2/17/17,0.21872,35.669998,0.076659822,342
2447,4/21/17,33,AMAT,Put,0.44,-0.17,0.43,0.46,81,1137,-0.18846,0.07777,-0.01094,-0.0082,0.03503,2/17/17,0.2488,35.669998,0.1724846,343
2448,4/21/17,34,AMAT,Put,0.68,-0.24,0.66,0.68,237,1298,-0.29026,0.09169,-0.01602,-0.01055,0.05403,2/17/17,0.24997,35.669998,0.1724846,344
2462,7/21/17,36,AMAT,Put,2.5,-0.3,2.42,2.49,8,91,-0.46433,0.07891,-0.05481,-0.00642,0.08941,2/17/17,0.27743,35.669998,0.421629021,345
2467,1/18/19,37,AMAT,Call,4.85,-0.4,4.9,5.4,10,83,0.63327,0.03935,0.34111,-0.00585,0.18248,2/17/17,0.22897,35.669998,1.916495551,346
2515,3/17/17,125,ASML,Call,3.6,-0.4,3.6,3.9,46,786,0.32397,0.0189,0.02518,-0.1531,0.12891,2/17/17,0.17315,126.879997,0.076659822,347
2517,3/17/17,125,ASML,Put,1.85,0.1,1.75,1.9,50,288,-1,0,0,0,0,2/17/17,0.20415,126.879997,0.076659822,348
2518,4/21/17,125,ASML,Call,5.6,-0.4,5.5,5.9,1,139,0.37566,0.01631,0.06383,-0.08751,0.19385,2/17/17,0.19831,126.879997,0.1724846,349
2525,3/17/17,65,ASTE,Put,1.05,-0.05,0.75,1.15,8,56,-0.18029,0.0305,-0.00993,-0.04605,0.04769,2/17/17,0.41592,70.449997,0.076659822,350
2554,3/17/17,22.5,ABY,Call,0.25,-0.04,0.2,0.4,18,5,0.26794,0.20649,0.00419,-0.01255,0.01617,2/17/17,0.28099,21.309999,0.076659822,351
2564,9/15/17,7.5,AUDC,Call,0.62,-0.13,0.55,0.8,20,165,0.5811,0.30474,0.02151,-0.00208,0.02151,2/17/17,0.33733,7.12,0.574948665,352
2606,8/18/17,97.5,ADP,Call,5.34,-0.16,5.1,5.6,11,65,0.60915,0.03818,0.27181,-0.02204,0.25768,2/17/17,0.1177,99.68,0.498288843,353
2609,1/19/18,100,ADP,Call,6.44,-0.06,6.4,6.7,15,267,0.58256,0.03028,0.47193,-0.01665,0.36212,2/17/17,0.13335,99.68,0.919917864,354
2616,3/17/17,33,CAR,Call,2.06,-4.63,1.9,2.1,67,2,0.61154,0.10817,0.01432,-0.03157,0.03549,2/17/17,0.43768,33.759998,0.076659822,355
2619,3/17/17,36,CAR,Call,0.68,-0.57,0.6,0.8,203,103,0.29551,0.10032,0.00715,-0.02805,0.03812,2/17/17,0.39661,33.759998,0.076659822,356
2625,3/17/17,35,CAR,Put,2.25,0.75,2.1,2.35,486,393,-0.60587,0.10982,-0.01356,-0.02568,0.03723,2/17/17,0.41915,33.759998,0.076659822,357
2629,5/19/17,34,CAR,Call,3.14,-1.56,2.95,3.3,5,17,0.55364,0.05265,0.03859,-0.02302,0.06488,2/17/17,0.46541,33.759998,0.249144422,358
2689,3/10/17,187.5,BIDU,Call,4.65,0.3,4.55,4.95,52,40,0.46269,0.03316,0.04689,-0.14744,0.17448,2/17/17,0.31874,185.169998,0.057494867,359
2701,3/24/17,185,BIDU,Call,6.6,-0.37,6.65,6.95,10,35,0.54702,0.02658,0.09067,-0.1224,0.22144,2/17/17,0.27816,185.169998,0.095824778,360
2703,3/24/17,190,BIDU,Call,4.45,0.2,4.45,4.7,4,50,0.426,0.02503,0.07111,-0.11311,0.22819,2/17/17,0.27946,185.169998,0.095824778,361
2707,3/24/17,200,BIDU,Call,1.73,-0.22,1.72,1.92,10,44,0.18027,0.01905,0.03087,-0.06339,0.16358,2/17/17,0.27685,185.169998,0.095824778,362
2722,3/17/17,175,BIDU,Put,2.52,-0.1,2.44,2.63,33,1861,-0.25736,0.01789,-0.03221,-0.12112,0.18916,2/17/17,0.32512,185.169998,0.076659822,363
2725,3/17/17,190,BIDU,Put,9.01,-0.22,8.75,9.15,29,271,-0.57074,0.02257,-0.06825,-0.13073,0.20293,2/17/17,0.31883,185.169998,0.076659822,364
2751,6/16/17,185,BIDU,Put,12.51,0.51,11.7,12.1,5,191,-0.44146,0.01433,-0.21731,-0.05015,0.40579,2/17/17,0.31919,185.169998,0.325804244,365
2755,9/15/17,175,BIDU,Put,11.9,-0.1,11.25,11.8,100,152,-0.33247,0.0085,-0.34126,-0.03579,0.50575,2/17/17,0.3312,185.169998,0.574948665,366
2762,1/19/18,195,BIDU,Call,18.2,0.62,17.95,18.5,13,341,0.54357,0.00846,0.75716,-0.04526,0.7,2/17/17,0.28122,185.169998,0.919917864,367
2767,1/19/18,185,BIDU,Put,20.7,1.3,20.15,20.9,51,234,-0.40966,0.00836,-0.55793,-0.02634,0.66585,2/17/17,0.33045,185.169998,0.919917864,368
2770,1/19/18,200,BIDU,Put,29.16,1.36,28.25,29.1,2,317,-0.49447,0.00698,-0.74424,-0.03101,0.70282,2/17/17,0.33649,185.169998,0.919917864,369
2779,5/19/17,60,OZRK,Call,1.48,0.03,1.35,1.7,16,260,0.31625,0.05467,0.04088,-0.01852,0.11747,2/17/17,0.2823,55.110001,0.249144422,370
2820,3/17/17,30,BNFT,Put,2.3,-0.35,2.05,2.5,4,6,-0.53077,0.08751,-0.01064,-0.0364,0.03182,2/17/17,0.56917,29.1,0.076659822,371
2821,8/18/17,12.5,BGCP,Call,0.25,-0.1,0.25,0.4,2,519,0.36509,0.30631,0.02014,-0.00219,0.0363,2/17/17,0.14487,11.69,0.498288843,372
2846,2/24/17,275,BIIB,Put,0.8,-0.1,0.4,1.2,40,72,-0.127,0.01633,-0.00645,-0.21146,0.09867,2/17/17,0.32039,288.940002,0.019164956,373
2864,3/17/17,285,BIIB,Call,12.1,-2.1,11.8,12.9,10,127,0.59378,0.01635,0.12194,-0.22153,0.30552,2/17/17,0.30077,288.940002,0.076659822,374
2874,3/3/17,280,BIIB,Put,3.74,0.34,2.8,4.3,10,4,-0.28917,0.01973,-0.02807,-0.24074,0.21294,2/17/17,0.34008,288.940002,0.038329911,375
2879,3/17/17,280,BIIB,Put,6.24,0.4,5.8,6.9,58,389,-0.34231,0.01407,-0.07014,-0.18576,0.30101,2/17/17,0.33043,288.940002,0.076659822,376
2880,3/17/17,285,BIIB,Put,8.6,0.7,7.8,8.8,53,114,-0.4089,0.01698,-0.08345,-0.17638,0.30566,2/17/17,0.33625,288.940002,0.076659822,377
2888,4/21/17,305,BIIB,Call,9,-0.3,8.8,10.5,146,67,0.37656,0.0109,0.17294,-0.13768,0.48983,2/17/17,0.30576,288.940002,0.1724846,378
2892,7/21/17,300,BIIB,Call,19.5,-1.21,19.2,21.8,6,296,0.49841,0.00787,0.53071,-0.0963,0.74562,2/17/17,0.30139,288.940002,0.421629021,379
2909,1/19/18,300,BIIB,Put,40,0.04,39,42.3,2,134,-0.45145,0.00455,-1.03717,-0.04798,1.06191,2/17/17,0.34727,288.940002,0.919917864,380
2949,6/16/17,8,BBRY,Put,0.84,-0.09,0.79,0.86,330,1999,-0.5805,0.27349,-0.012,-0.00226,0.01724,2/17/17,0.34263,7.49,0.325804244,381
2958,6/16/17,35,HAWK,Put,2,-0.6,1.7,1.95,3,5357,-0.45258,0.10339,-0.03909,-0.00659,0.07646,2/17/17,0.3252,36,0.325804244,382
2972,3/17/17,80,BLUE,Call,4.1,0.4,3.7,4.5,104,449,0.44326,0.02909,0.02264,-0.116,0.08395,2/17/17,0.62095,77.099998,0.076659822,383
2989,7/21/17,30,BOFI,Call,3.19,0.09,2.85,3.4,8,380,0.55441,0.05855,0.05704,-0.01283,0.07395,2/17/17,0.40767,29.719999,0.421629021,384
3015,3/3/17,210,AVGO,Call,5.72,0.89,5.7,6.1,130,183,0.54045,0.031,0.04142,-0.24563,0.15964,2/17/17,0.32526,210.410004,0.038329911,385
3028,3/10/17,212.5,AVGO,Call,5.1,0.9,4.9,5.4,57,58,0.47599,0.02994,0.05493,-0.1664,0.19793,2/17/17,0.29779,210.410004,0.057494867,386
3030,3/10/17,217.5,AVGO,Call,3.2,-0.1,2.95,3.5,40,440,0.36085,0.02415,0.04159,-0.17172,0.20228,2/17/17,0.29003,210.410004,0.057494867,387
3036,3/17/17,230,AVGO,Call,0.95,0.32,0.85,1,55,35,0.10117,0.01304,0.01593,-0.05608,0.11353,2/17/17,0.27007,210.410004,0.076659822,388
3039,3/24/17,225,AVGO,Call,1.89,0.48,1.75,2.15,13,14,0.18982,0.0193,0.03714,-0.06755,0.18587,2/17/17,0.25322,210.410004,0.095824778,389
3040,3/3/17,192.5,AVGO,Put,0.75,-0.58,0.7,0.8,257,127,-0.12272,0.01194,-0.00929,-0.13723,0.09948,2/17/17,0.3713,210.410004,0.038329911,390
3061,4/21/17,230,AVGO,Call,2.19,0.53,2.1,2.25,24,99,0.21619,0.01478,0.07501,-0.05931,0.25455,2/17/17,0.22533,210.410004,0.1724846,391
3069,6/16/17,200,AVGO,Call,18.61,1.19,18.5,19,20,837,0.7258,0.01305,0.43907,-0.06223,0.42481,2/17/17,0.24997,210.410004,0.325804244,392
3098,8/18/17,45,BSFT,Call,4.55,0.45,4.6,5.1,2,11,0.91451,0.01815,0.19385,-0.01024,0.07439,2/17/17,0.38331,43.900002,0.498288843,393
3110,6/16/17,150,BWLD,Call,15.7,0.85,15.7,16.3,4,78,0.72384,0.01488,0.32438,-0.05199,0.32254,2/17/17,0.27763,159.050003,0.325804244,394
3111,6/16/17,160,BWLD,Call,9.5,0.6,9.8,10.4,3,72,0.56117,0.02128,0.26481,-0.05125,0.34963,2/17/17,0.24997,159.050003,0.325804244,395
3112,6/16/17,165,BWLD,Call,8,1.08,7.6,8.2,9,91,0.47291,0.01838,0.22209,-0.05251,0.36424,2/17/17,0.27645,159.050003,0.325804244,396
3115,6/16/17,165,BWLD,Put,13.5,-1.49,13,13.7,1,33,-0.53516,0.017,-0.22495,-0.03716,0.3615,2/17/17,0.30297,159.050003,0.325804244,397
3144,3/17/17,32,CA,Put,0.5,-0.65,0.45,0.55,345,205,-0.69056,0.36442,-0.01065,-0.00605,0.03338,2/17/17,0.16149,32.09,0.076659822,398
3145,5/19/17,33,CA,Call,0.76,0.07,0.7,0.85,113,2229,0.39783,0.10531,0.02879,-0.01077,0.06434,2/17/17,0.16796,32.09,0.249144422,399
3150,7/21/17,65,CCMP,Call,7.5,-0.1,6.8,8.4,2,6,0.71639,0.02985,0.17662,-0.02088,0.15846,2/17/17,0.25943,69.25,0.421629021,400
3153,3/17/17,30,CDNS,Put,0.5,-0.03,0.5,0.6,3,64,-0.41498,0.21141,-0.00853,-0.01408,0.03207,2/17/17,0.18907,30.200001,0.076659822,401
3155,8/18/17,32,CDNS,Call,1.27,0.02,1.15,1.3,24,31,0.43747,0.09576,0.06026,-0.007,0.08888,2/17/17,0.21427,30.200001,0.498288843,402
3174,3/17/17,40,CALM,Call,0.7,-0.15,0.6,0.8,37,384,0.36398,0.12309,0.01021,-0.02588,0.04298,2/17/17,0.28657,38.650002,0.076659822,403
3185,5/19/17,40,CALM,Put,3.6,0.95,3.2,3.7,2,353,-0.52412,0.06034,-0.04325,-0.01485,0.07647,2/17/17,0.39243,38.650002,0.249144422,404
3189,8/18/17,4,CLMT,Put,0.65,-0.07,0.65,0.7,10,146,-0.44894,0.28849,-0.0087,-0.0016,0.01052,2/17/17,0.57289,3.9,0.498288843,405
3200,3/17/17,14,CSIQ,Call,1,0.3,0.95,1.05,45,706,0.55966,0.18941,0.00531,-0.01953,0.01502,2/17/17,0.59799,14.12,0.076659822,406
3203,3/24/17,13.5,CSIQ,Call,1.41,0.62,1.25,1.5,31,7,0.63449,0.13923,0.00716,-0.01818,0.01638,2/17/17,0.612,14.12,0.095824778,407
3228,3/17/17,45,CATM,Call,1.1,-0.05,1,1.2,88,20,0.41398,0.1167,0.01321,-0.02949,0.04841,2/17/17,0.25,44.630001,0.076659822,408
3241,4/21/17,32.5,CRZO,Put,1.8,0.1,1.85,2.1,29,223,-0.37975,0.06716,-0.02174,-0.0187,0.05245,2/17/17,0.40109,33.09,0.1724846,409
3253,9/15/17,17.5,TAST,Put,2.12,0.12,1.95,2.35,42,285,-0.4601,0.07968,-0.04087,-0.00481,0.04963,2/17/17,0.35528,16.65,0.574948665,410
3295,3/17/17,65,CDK,Put,1.5,-0.25,1.3,1.55,297,144,-0.43085,0.09333,-0.01933,-0.03311,0.06965,2/17/17,0.24997,65.470001,0.076659822,411
3325,2/24/17,116,CELG,Put,0.12,-0.3,0.09,0.13,347,556,-0.06527,0.03601,-0.00146,-0.03686,0.01736,2/17/17,0.21872,121.160004,0.019164956,412
3329,2/24/17,120,CELG,Put,0.91,-1.19,0.73,0.82,335,363,-0.36136,0.10911,-0.00739,-0.10193,0.06392,2/17/17,0.21735,121.160004,0.019164956,413
3344,3/3/17,125,CELG,Call,0.58,0.25,0.55,0.59,163,125,0.24336,0.06457,0.01103,-0.07048,0.0643,2/17/17,0.19505,121.160004,0.038329911,414
3350,3/10/17,115,CELG,Call,6.49,1.82,6.1,7.2,2,20,0.92051,0.03129,0.06016,-0.03677,0.06719,2/17/17,0.14893,121.160004,0.057494867,415
3355,3/10/17,120,CELG,Call,2.9,1.08,3,3.15,32,69,0.60577,0.06761,0.04037,-0.07269,0.11073,2/17/17,0.18657,121.160004,0.057494867,416
3364,3/17/17,125,CELG,Call,1.32,0.56,1.29,1.34,1030,2401,0.33809,0.04958,0.03016,-0.06331,0.1357,2/17/17,0.1974,121.160004,0.076659822,417
3368,3/24/17,118,CELG,Call,5.05,0.82,5.1,5.3,1,12,0.67514,0.0416,0.07291,-0.06323,0.13987,2/17/17,0.20628,121.160004,0.095824778,418
3369,3/24/17,120,CELG,Call,3.8,0.98,3.85,4.05,11,88,0.59665,0.05177,0.06548,-0.06039,0.14274,2/17/17,0.20286,121.160004,0.095824778,419
3372,3/24/17,123,CELG,Call,2.27,0.05,2.35,2.54,4,59,0.4324,0.06161,0.0484,-0.04931,0.14947,2/17/17,0.19148,121.160004,0.095824778,420
3376,3/24/17,127,CELG,Call,1.15,0.42,1.1,1.18,4,14,0.23044,0.04611,0.02607,-0.03762,0.10596,2/17/17,0.20499,121.160004,0.095824778,421
3381,3/3/17,116,CELG,Put,0.51,-0.51,0.41,0.47,2,22,-0.17074,0.04468,-0.00749,-0.0571,0.05792,2/17/17,0.2406,121.160004,0.038329911,422
3385,3/3/17,120,CELG,Put,1.42,-1.28,1.39,1.48,60,31,-0.39743,0.07485,-0.01651,-0.0782,0.09069,2/17/17,0.21226,121.160004,0.038329911,423
3406,3/24/17,116,CELG,Put,1.6,-0.41,1.37,1.46,10,23,-0.22524,0.04002,-0.02187,-0.03797,0.1294,2/17/17,0.24997,121.160004,0.095824778,424
3407,3/24/17,117,CELG,Put,1.83,-0.47,1.63,1.72,40,40,-0.29596,0.03852,-0.03065,-0.04744,0.13882,2/17/17,0.24997,121.160004,0.095824778,425
3410,3/24/17,122,CELG,Put,4,-2.79,3.55,3.75,1,1,-0.50861,0.04746,-0.04689,-0.05229,0.14643,2/17/17,0.25388,121.160004,0.095824778,426
3414,4/21/17,125,CELG,Call,2.97,0.88,2.93,3,826,4415,0.42823,0.03326,0.08353,-0.04987,0.20223,2/17/17,0.21811,121.160004,0.1724846,427
3416,4/21/17,110,CELG,Put,1.32,-0.38,1.22,1.28,210,3655,-0.13898,0.01885,-0.02789,-0.02139,0.11367,2/17/17,0.2728,121.160004,0.1724846,428
3428,6/16/17,120,CELG,Put,6.6,-0.78,6.4,6.55,3,1191,-0.41897,0.02571,-0.13643,-0.0263,0.26255,2/17/17,0.27914,121.160004,0.325804244,429
3429,6/16/17,125,CELG,Put,9.1,-1.6,9,9.15,6,1069,-0.52623,0.02261,-0.16922,-0.02827,0.27381,2/17/17,0.28086,121.160004,0.325804244,430
3506,2/24/17,340,CHTR,Call,1.48,0.25,0.5,2.2,15,18,0.15876,0.01847,0.00971,-0.26419,0.1222,2/17/17,0.32082,326.549988,0.019164956,431
3517,3/17/17,325,CHTR,Call,9.1,-0.7,9.4,10.4,56,114,0.55072,0.01852,0.13012,-0.21698,0.34821,2/17/17,0.21872,326.549988,0.076659822,432
3533,3/17/17,335,CHTR,Put,14.72,-3.06,13,15.3,20,18,-0.63516,0.0181,-0.12838,-0.14269,0.35999,2/17/17,0.28775,326.549988,0.076659822,433
3538,6/16/17,340,CHTR,Call,14.48,0.83,14.3,15.5,422,379,0.45802,0.0085,0.43852,-0.11053,0.75012,2/17/17,0.25727,326.549988,0.325804244,434
3552,3/17/17,110,CHKP,Call,0.2,0.03,0.1,0.2,2,36,0.08596,0.02805,0.00658,-0.01962,0.03551,2/17/17,0.2052,101.209999,0.076659822,435
3560,4/21/17,105,CHKP,Call,2.07,0.07,1.9,2.2,9,307,0.37752,0.05127,0.06328,-0.03173,0.17343,2/17/17,0.20695,101.209999,0.1724846,436
3574,3/17/17,100,PLCE,Call,4.17,0.37,4.1,4.7,60,164,0.5405,0.04499,0.03852,-0.08782,0.10728,2/17/17,0.35679,100.25,0.076659822,437
3604,3/17/17,85,CMPR,Put,2.91,0.36,2.75,3.1,25,108,-0.54354,0.0733,-0.02829,-0.04074,0.0915,2/17/17,0.2493,83.779999,0.076659822,438
3610,3/17/17,120,CTAS,Call,0.95,-0.65,1,1.45,12,118,0.37368,0.0877,0.03316,-0.04068,0.13265,2/17/17,0.11273,118.610001,0.076659822,439
3633,3/3/17,60,CRUS,Call,0.12,-0.08,0.1,0.2,2,58,0.09875,0.05227,0.00204,-0.02655,0.02586,2/17/17,0.29053,55.330002,0.038329911,440
3659,3/17/17,55,CRUS,Put,1.71,-0.34,1.7,1.85,376,1670,-0.44459,0.09498,-0.01634,-0.03396,0.05899,2/17/17,0.31978,55.330002,0.076659822,441
3665,6/16/17,60,CRUS,Call,3.28,0.28,3.2,3.3,45,698,0.42402,0.03322,0.06561,-0.02545,0.12925,2/17/17,0.38908,55.330002,0.325804244,442
3667,6/16/17,55,CRUS,Put,4.9,-0.5,4.8,4.9,19,203,-0.42832,0.03232,-0.0692,-0.02284,0.12044,2/17/17,0.42424,55.330002,0.325804244,443
3682,2/24/17,34,CSCO,Call,0.08,-0.01,0.07,0.1,1008,2327,0.26794,0.7786,0.00171,-0.01404,0.01503,2/17/17,0.09617,33.740002,0.019164956,444
3694,3/3/17,34,CSCO,Call,0.16,-0.04,0.17,0.19,422,672,0.37765,0.51639,0.00481,-0.01356,0.02643,2/17/17,0.10001,33.740002,0.038329911,445
3705,3/10/17,34.5,CSCO,Call,0.09,-0.05,0.09,0.14,20,623,0.23091,0.33307,0.00444,-0.00892,0.02281,2/17/17,0.1021,33.740002,0.057494867,446
3708,3/17/17,33,CSCO,Call,0.9,-0.01,0.92,0.97,1874,14174,0.81637,0.29773,0.02037,-0.00929,0.02153,2/17/17,0.10028,33.740002,0.076659822,447
3715,3/24/17,34.5,CSCO,Call,0.18,-0.05,0.2,0.24,6,2470,0.29705,0.30572,0.00948,-0.00861,0.03793,2/17/17,0.1021,33.740002,0.095824778,448
3717,3/3/17,32,CSCO,Put,0.03,0.01,0.01,0.03,400,779,-0.05702,0.10044,-0.00071,-0.00512,0.00657,2/17/17,0.17767,33.740002,0.038329911,449
3719,3/3/17,33,CSCO,Put,0.09,-0.03,0.08,0.1,116,48,-0.18444,0.32551,-0.0022,-0.00849,0.01592,2/17/17,0.13037,33.740002,0.038329911,450
3721,3/3/17,34,CSCO,Put,0.46,-0.07,0.44,0.47,500,451,-0.63116,0.51467,-0.00585,-0.00971,0.02613,2/17/17,0.12329,33.740002,0.038329911,451
3727,3/17/17,33,CSCO,Put,0.21,-0.04,0.2,0.21,3589,1898,-0.26242,0.26328,-0.00564,-0.00764,0.03397,2/17/17,0.14162,33.740002,0.076659822,452
3731,3/24/17,31.5,CSCO,Put,0.08,-0.03,0.05,0.09,38,37,-0.08171,0.0874,-0.0023,-0.00421,0.0234,2/17/17,0.17632,33.740002,0.095824778,453
3732,3/24/17,32,CSCO,Put,0.1,-0.02,0.08,0.12,15,171,-0.11486,0.12453,-0.00338,-0.00443,0.02358,2/17/17,0.1539,33.740002,0.095824778,454
3733,3/24/17,32.5,CSCO,Put,0.15,-0.02,0.14,0.17,5,22,-0.20991,0.17604,-0.00587,-0.00764,0.02677,2/17/17,0.14627,33.740002,0.095824778,455
3740,4/21/17,35,CSCO,Call,0.19,-0.04,0.2,0.22,1878,3196,0.23752,0.22949,0.01378,-0.00495,0.04334,2/17/17,0.09804,33.740002,0.1724846,456
3742,4/21/17,32,CSCO,Put,0.29,-0.02,0.27,0.29,604,4132,-0.19444,0.12201,-0.01025,-0.00534,0.03407,2/17/17,0.17536,33.740002,0.1724846,457
3749,5/19/17,34,CSCO,Call,0.86,0.02,0.87,0.91,4876,3874,0.53177,0.17859,0.04263,-0.00847,0.06575,2/17/17,0.13089,33.740002,0.249144422,458
3751,5/19/17,36,CSCO,Call,0.25,-0.01,0.25,0.27,669,1248,0.20625,0.13318,0.01706,-0.0048,0.05314,2/17/17,0.12898,33.740002,0.249144422,459
3753,5/19/17,31,CSCO,Put,0.37,-0.01,0.36,0.38,14,2360,-0.17132,0.07611,-0.01338,-0.00487,0.03841,2/17/17,0.21135,33.740002,0.249144422,460
3760,6/16/17,35,CSCO,Call,0.64,0.01,0.64,0.66,134,5865,0.39042,0.16148,0.04144,-0.00651,0.08231,2/17/17,0.12928,33.740002,0.325804244,461
3761,6/16/17,31,CSCO,Put,0.5,-0.02,0.48,0.51,1524,4672,-0.19519,0.07242,-0.0188,-0.00479,0.04974,2/17/17,0.21779,33.740002,0.325804244,462
3763,6/16/17,34,CSCO,Put,1.54,-0.01,1.5,1.57,78,899,-0.47982,0.11775,-0.03889,-0.00542,0.07467,2/17/17,0.20096,33.740002,0.325804244,463
3765,6/16/17,37,CSCO,Put,3.78,-2.62,3.65,3.95,2,29,-0.76965,0.10014,-0.04574,-0.0039,0.05291,2/17/17,0.25316,33.740002,0.325804244,464
3771,7/21/17,37,CSCO,Call,0.27,0.01,0.25,0.28,6,180,0.17918,0.10027,0.0252,-0.00346,0.07626,2/17/17,0.12486,33.740002,0.421629021,465
3780,10/20/17,31,CSCO,Put,1.26,0.01,1.23,1.28,6,815,-0.2595,0.05285,-0.0528,-0.00368,0.09354,2/17/17,0.24797,33.740002,0.670773443,466
3851,6/16/17,115,CME,Call,9.1,0.07,8.9,9.8,1,426,0.82267,0.02893,0.29698,-0.02645,0.1755,2/17/17,0.10891,122.620003,0.325804244,467
3852,6/16/17,120,CME,Call,6,0.7,5.9,6.2,116,1433,0.62445,0.0344,0.22796,-0.03221,0.25733,2/17/17,0.13724,122.620003,0.325804244,468
3853,6/16/17,125,CME,Call,3.3,0.1,3.2,3.5,115,1407,0.45052,0.03789,0.16866,-0.0279,0.28358,2/17/17,0.14159,122.620003,0.325804244,469
3867,5/19/17,70,CGNX,Put,2.1,-2.9,2.05,2.65,8,9,-0.26767,0.02322,-0.04877,-0.02746,0.13643,2/17/17,0.32792,76.440002,0.249144422,470
3870,8/18/17,75,CGNX,Call,7.9,3.15,7.1,7.9,3,41,0.62926,0.02639,0.2026,-0.02439,0.20023,2/17/17,0.30635,76.440002,0.498288843,471
